Head,Relation,Tail,Head_Name,Tail_Name
C0742352,associated_morphology_of,C0577559,Mass of chest wall (finding),Lump (finding)
C0742352,inverse_isa,C0577559,Mass of chest wall (finding),Lump (finding)
C0742919,isa,C3515769,CONTRAST ENHANCED CT SCAN,Chest CT with Contrast
C0742919,inverse_isa,C0040405,CONTRAST ENHANCED CT SCAN,X-Ray Computer Assisted Tomography
C0743630,clinically_associated_with,C0021932,acute exacerbation,Tracheal intubation (procedure)
C0743630,clinically_associated_with,C0024117,acute exacerbation,Chronic obstructive bronchopneumopathy
C0744345,clinically_associated_with,C0006142,Placement of gastrostomy tube (procedure),Malignant neoplasms of breast (C50)
C0744345,clinically_associated_with,C0007137,Placement of gastrostomy tube (procedure),"Squamous cell carcinoma, no ICD-O subtype"
C0744345,inverse_isa,C0017196,Placement of gastrostomy tube (procedure),Gastrostomy (procedure)
C0744345,inverse_isa,C0948436,Placement of gastrostomy tube (procedure),Insertion of gastrostomy tube (procedure)
C0744345,method_of,C0021925,Placement of gastrostomy tube (procedure),intubation procedures
C0744345,direct_device_of,C0150595,Placement of gastrostomy tube (procedure),"Gastrostomy tube, device"
C0744345,indirect_procedure_site_of,C3714551,Placement of gastrostomy tube (procedure),Stomach structure (body structure)
C0744345,procedure_site_of,C3714551,Placement of gastrostomy tube (procedure),Stomach structure (body structure)
C0744689,co-occurs_with,C0018800,dimension heart,cardiomegaly (diagnosis)
C0744689,use,C1655384,dimension heart,heart morphology
C0744895,co-occurs_with,C0017168,large hiatal hernia,gastroesophageal reflux disease (GERD)
C0744961,same_as,C0455610,history of prior surgery (history),H/O: surgery NOS (situation)
C0745283,inverse_isa,C0030660,Infectious process (qualifier value),PROCESSES PATHOL
C0745283,has_pathological_process,C0004030,Infectious process (qualifier value),aspergillose
C0745283,has_pathological_process,C0004031,Infectious process (qualifier value),allergic lung reaction to the fungus aspergillus
C0745283,has_pathological_process,C0004623,Infectious process (qualifier value),bacterial infection (diagnosis)
C0745283,has_pathological_process,C0004626,Infectious process (qualifier value),bacterial pneumonia (diagnosis)
C0745283,has_pathological_process,C0006285,Infectious process (qualifier value),bronchopneumonia (diagnosis)
C0745283,has_pathological_process,C0008049,Infectious process (qualifier value),Varicella infection (disorder)
C0745283,has_pathological_process,C0016397,Infectious process (qualifier value),FOCAL INFECT
C0745283,has_pathological_process,C0021400,Infectious process (qualifier value),flus
C0745283,has_pathological_process,C0023241,Infectious process (qualifier value),Legionnaire's disease (diagnosis)
C0745283,has_pathological_process,C0024449,Infectious process (qualifier value),mycetoma (diagnosis)
C0745283,has_pathological_process,C0026916,Infectious process (qualifier value),Mycobacterium avium-intracellulare complex infection
C0745283,has_pathological_process,C0026918,Infectious process (qualifier value),mycobacterial infection (diagnosis)
C0745283,has_pathological_process,C0026919,Infectious process (qualifier value),atypical mycobacterial infection (diagnosis)
C0745283,has_pathological_process,C0026936,Infectious process (qualifier value),"Disease caused by Mycoplasma, NOS (disorder)"
C0745283,has_pathological_process,C0026946,Infectious process (qualifier value),Mycotic disease
C0745283,has_pathological_process,C0029443,Infectious process (qualifier value),a bacterial infection of the bone or bone marrow
C0745283,has_pathological_process,C0032302,Infectious process (qualifier value),Mycoplasma pneumonia (diagnosis)
C0745283,has_pathological_process,C0032310,Infectious process (qualifier value),Viral pneumonia (& chest infection) (disorder)
C0745283,has_pathological_process,C0038160,Infectious process (qualifier value),staphylococcus bacteria infection
C0745283,has_pathological_process,C0038826,Infectious process (qualifier value),SUPERINFECT
C0745283,has_pathological_process,C0041296,Infectious process (qualifier value),Tuberculosis (A15-A19)
C0745283,has_pathological_process,C0041321,Infectious process (qualifier value),"Miliary tuberculosis, unspecified, unspecified"
C0745283,has_pathological_process,C0041326,Infectious process (qualifier value),"Tuberculous pleurisy, unspecified"
C0745283,has_pathological_process,C0041327,Infectious process (qualifier value),"Pulmonary tuberculosis, unspecified, unspecified"
C0745283,has_pathological_process,C0042769,Infectious process (qualifier value),Viral: [infection NOS] or [illness] (disorder)
C0745283,has_pathological_process,C0149778,Infectious process (qualifier value),SOFT TISSUE INFECT
C0745283,has_pathological_process,C0151317,Infectious process (qualifier value),Chronic infection (disorder)
C0745283,has_pathological_process,C0151332,Infectious process (qualifier value),Active tuberculosis (disorder)
C0745283,has_pathological_process,C0152545,Infectious process (qualifier value),primary tuberculosis (diagnosis)
C0745283,has_pathological_process,C0243026,Infectious process (qualifier value),Infectious systemic inflammatory response syndrome (disorder)
C0745283,has_pathological_process,C0275518,Infectious process (qualifier value),Acute infectious disease (disorder)
C0745283,has_pathological_process,C0275521,Infectious process (qualifier value),Clinical infection (disorder)
C0745283,has_pathological_process,C0275959,Infectious process (qualifier value),Acute tuberculosis (disorder)
C0745283,has_pathological_process,C0275962,Infectious process (qualifier value),Chronic tuberculosis (disorder)
C0745283,has_pathological_process,C0275965,Infectious process (qualifier value),secondary tuberculosis
C0745283,has_pathological_process,C0276141,Infectious process (qualifier value),virus; bronchitis
C0745283,has_pathological_process,C0276248,Infectious process (qualifier value),Disseminated zoster (disorder)
C0745283,has_pathological_process,C0276651,Infectious process (qualifier value),aspergilloma (diagnosis)
C0745283,has_pathological_process,C0339971,Infectious process (qualifier value),varicella pneumonia (diagnosis)
C0745283,has_pathological_process,C0341558,Infectious process (qualifier value),Intestinal infection due to Escherichia coli (disorder)
C0745283,has_pathological_process,C0578491,Infectious process (qualifier value),Infection by site (disorder)
C0745283,has_pathological_process,C0729704,Infectious process (qualifier value),Infective pneumonia (disorder)
C0745283,has_pathological_process,C0851886,Infectious process (qualifier value),PNEUMOCYSTIS CARINII INFECT
C0745283,has_pathological_process,C0876973,Infectious process (qualifier value),pulmonary infections (diagnosis)
C0745283,has_pathological_process,C1285328,Infectious process (qualifier value),Infectious sequelae of disorders (disorder)
C0745283,has_pathological_process,C1412002,Infectious process (qualifier value),Atypical pneumonia (disorder)
C0745283,has_pathological_process,C1535939,Infectious process (qualifier value),PJP
C0745283,has_pathological_process,C1609538,Infectious process (qualifier value),"Tuberculosis Infection, Latent"
C0745283,has_pathological_process,C1720135,Infectious process (qualifier value),Gastrointestinal infection due to Klebsiella mobilis
C0745283,has_pathological_process,C3203730,Infectious process (qualifier value),Infectious pleural effusion (disorder)
C0745283,has_pathological_process,C3249881,Infectious process (qualifier value),Infection - suppurative (disorder)
C0745283,has_pathological_process,C3874361,Infectious process (qualifier value),Nongenital recurrent herpes simplex (disorder)
C0745283,has_pathological_process,C5203670,Infectious process (qualifier value),Disease caused by 2019-nCoV
C0745334,inverse_isa,C1285162,Injury to respiratory system due to inhaled substance,degenerative disease
C0745334,finding_site_of,C0024109,Injury to respiratory system due to inhaled substance,"Structure of lungs, unspecified"
C0745334,associated_morphology_of,C0221206,Injury to respiratory system due to inhaled substance,Traumatic abnormality -RETIRED-
C0745442,isa,C1145640,Intraveneous Line,CVP (central venous pressure) line
C0745442,inverse_isa,C0085590,Intraveneous Line,"Catheter, device (physical object)"
C0745754,co-occurs_with,C1535984,granulomas liver,SPLEEN GRANULOMA
C0745754,inverse_isa,C0740451,granulomas liver,granulomatous disorders (diagnosis)
C0745754,associated_morphology_of,C0018188,granulomas liver,Granuloma (morphologic abnormality)
C0745754,finding_site_of,C0023884,granulomas liver,"Gastrointestinal Tract, Liver"
C0745754,finding_site_of,C0230168,granulomas liver,Space of abdominal compartment
C0745754,associated_morphology_of,C0577559,granulomas liver,Lump (finding)
C0746011,isa,C4040439,Compression fracture of lumbar spine (disorder),Compression fracture of second lumbar vertebra (disorder)
C0746011,inverse_isa,C0262544,Compression fracture of lumbar spine (disorder),"fracture; spine or vertebra, lumbar"
C0746011,finding_site_of,C0024091,Compression fracture of lumbar spine (disorder),Vertebrae lumbales (LI-LV)
C0746011,associated_morphology_of,C0521169,Compression fracture of lumbar spine (disorder),Compression fracture (disorder)
C0746011,inverse_isa,C0521169,Compression fracture of lumbar spine (disorder),Compression fracture (disorder)
C0746102,clinically_associated_with,C0006267,Chronic lung disease (disorder),bronchiectasis (diagnosis)
C0746102,clinically_associated_with,C0019079,Chronic lung disease (disorder),"Hemoptysis, unspecified"
C0746102,clinically_associated_with,C0032326,Chronic lung disease (disorder),free air in the chest outside the lung
C0746102,isa,C0004096,Chronic lung disease (disorder),asthma (diagnosis)
C0746102,isa,C0004144,Chronic lung disease (disorder),Collapse of lung (disorder)
C0746102,isa,C0006271,Chronic lung disease (disorder),Inflammation of the bronchioles
C0746102,isa,C0024117,Chronic lung disease (disorder),Chronic obstructive bronchopneumopathy
C0746102,isa,C0032273,Chronic lung disease (disorder),pneumoconiosis (diagnosis)
C0746102,isa,C0034050,Chronic lung disease (disorder),pulmonary alveolar proteinosis (diagnosis)
C0746102,isa,C0034069,Chronic lung disease (disorder),Pulmonary fibrosis (disorder)
C0746102,isa,C0034088,Chronic lung disease (disorder),pulmonary insufficiency (PI)
C0746102,is_associated_anatomic_site_of,C0024109,Chronic lung disease (disorder),"Structure of lungs, unspecified"
C0746102,nichd_parent_of,C0024115,Chronic lung disease (disorder),pulmonary disease (diagnosis)
C0746102,is_associated_anatomic_site_of,C0230139,Chronic lung disease (disorder),Cavity of thorax
C0746102,inverse_isa,C4021760,Chronic lung disease (disorder),Unusal lung shape
C0746102,inverse_isa,C0024115,Chronic lung disease (disorder),pulmonary disease (diagnosis)
C0746102,finding_site_of,C0024109,Chronic lung disease (disorder),"Structure of lungs, unspecified"
C0746102,has_associated_finding,C1533075,Chronic lung disease (disorder),History of - chronic lung disease (situation)
C0746105,inverse_isa,C0206062,chronic interstitial lung disease (diagnosis),Diffuse parenchymal lung disease
C0746105,clinically_associated_with,C0004096,chronic interstitial lung disease (diagnosis),asthma (diagnosis)
C0746105,mapped_from,C0206062,chronic interstitial lung disease (diagnosis),Diffuse parenchymal lung disease
C0746117,clinically_associated_with,C0032285,mass left lung,pneumonia (diagnosis)
C0746131,clinically_associated_with,C0032739,cavitary lung lesion,Tuberculosis skin test positive
C0746131,co-occurs_with,C0235896,cavitary lung lesion,lung; infiltrate
C0746131,clinically_associated_with,C0242379,cavitary lung lesion,malignant neoplasm of lung (diagnosis)
C0746131,clinically_associated_with,C1535939,cavitary lung lesion,PJP
C0746216,clinically_associated_with,C0242379,LUNG OPACIFICATION,malignant neoplasm of lung (diagnosis)
C0746285,co-occurs_with,C0041296,LUNG RUL LOBECTOMY,Tuberculosis (A15-A19)
C0746285,co-occurs_with,C0242379,LUNG RUL LOBECTOMY,malignant neoplasm of lung (diagnosis)
C0746287,co-occurs_with,C0019079,LUNG RUL LUNG MASS,"Hemoptysis, unspecified"
C0746287,clinically_associated_with,C0242379,LUNG RUL LUNG MASS,malignant neoplasm of lung (diagnosis)
C0746287,co-occurs_with,C0242379,LUNG RUL LUNG MASS,malignant neoplasm of lung (diagnosis)
C0746287,clinically_associated_with,C0456973,LUNG RUL LUNG MASS,Hilar lymphadenopathy (disorder)
C0746287,co-occurs_with,C0456973,LUNG RUL LUNG MASS,Hilar lymphadenopathy (disorder)
C0746459,co-occurs_with,C0038002,Widened mediastinum (finding),enlarg spleen
C0746459,co-occurs_with,C0392014,Widened mediastinum (finding),tracheal deviation (physical finding)
C0746459,ddx,C0456973,Widened mediastinum (finding),Hilar lymphadenopathy (disorder)
C0746459,finding_site_of,C0025066,Widened mediastinum (finding),Mediastinal (qualifier value)
C0746592,clinically_associated_with,C0004153,annulus calcification mitral,Atherosclerosis (disorder)
C0746883,associated_with,C0015967,neutropenic fever (diagnosis),rndx hyperthermia
C0746883,definitional_manifestation_of,C0853697,neutropenic fever (diagnosis),Peripheral neutropenia
C0746921,inverse_isa,C0577559,NODAL MASS,Lump (finding)
C0747060,clinically_associated_with,C0029408,ORIF,Osteoarthritis (M15-M19)
C0747130,clinically_associated_with,C0018802,pacemaker placement (treatment),congestive heart failure (diagnosis)
C0747260,clinically_associated_with,C0019079,mass paratracheal,"Hemoptysis, unspecified"
C0747260,co-occurs_with,C0019079,mass paratracheal,"Hemoptysis, unspecified"
C0747260,clinically_associated_with,C1535939,mass paratracheal,PJP
C0747264,inverse_isa,C0019080,PARENCHYMAL HEMORRHAGE,bleeding (symptom)
C0747635,inverse_isa,C0032227,bilateral pleural effusion (diagnosis),pleural effusion (diagnosis)
C0747635,classifies,C0032227,bilateral pleural effusion (diagnosis),pleural effusion (diagnosis)
C0747636,ddx,C0004144,PLEURAL EFFUSION CHRONIC,Collapse of lung (disorder)
C0747639,inverse_isa,C0032227,Loculated pleural effusion (disorder),pleural effusion (diagnosis)
C0747651,inverse_isa,C0032290,Recurrent aspiration pneumonia (disorder),aspiration pneumonia (diagnosis)
C0747651,inverse_isa,C0277556,Recurrent aspiration pneumonia (disorder),"Relapse, Site Not Specified"
C0747651,inverse_isa,C0694550,Recurrent aspiration pneumonia (disorder),Recurrent episodes of pneumonia
C0747651,associated_morphology_of,C0021368,Recurrent aspiration pneumonia (disorder),INFLAMM
C0747651,finding_site_of,C0024109,Recurrent aspiration pneumonia (disorder),"Structure of lungs, unspecified"
C0747651,clinically_associated_with,C0019079,Recurrent aspiration pneumonia (disorder),"Hemoptysis, unspecified"
C0747674,inverse_isa,C0032285,Cavitary pneumonia (diagnosis),pneumonia (diagnosis)
C0747674,inverse_isa,C0578537,Cavitary pneumonia (diagnosis),Cavitation of lung (finding)
C0747674,associated_morphology_of,C0021368,Cavitary pneumonia (diagnosis),INFLAMM
C0747674,finding_site_of,C0024109,Cavitary pneumonia (diagnosis),"Structure of lungs, unspecified"
C0747674,mapped_from,C0032285,Cavitary pneumonia (diagnosis),pneumonia (diagnosis)
C0747674,associated_morphology_of,C1510420,Cavitary pneumonia (diagnosis),Cavity (morphologic abnormality)
C0747690,clinically_associated_with,C0024117,Postobstructive pneumonitis,Chronic obstructive bronchopneumopathy
C0747690,co-occurs_with,C0032227,Postobstructive pneumonitis,pleural effusion (diagnosis)
C0747690,clinically_associated_with,C0242379,Postobstructive pneumonitis,malignant neoplasm of lung (diagnosis)
C0747690,inverse_isa,C0032285,Postobstructive pneumonitis,pneumonia (diagnosis)
C0747690,classifies,C0032285,Postobstructive pneumonitis,pneumonia (diagnosis)
C0747690,classifies,C3714636,Postobstructive pneumonitis,pneumonitis (diagnosis)
C0747690,inverse_isa,C0221725,Postobstructive pneumonitis,Obstruction of bronchus (disorder)
C0747690,finding_site_of,C0006255,Postobstructive pneumonitis,Bronchial trunk
C0747690,associated_morphology_of,C0021368,Postobstructive pneumonitis,INFLAMM
C0747690,finding_site_of,C0024109,Postobstructive pneumonitis,"Structure of lungs, unspecified"
C0747690,associated_etiologic_finding_of,C0221725,Postobstructive pneumonitis,Obstruction of bronchus (disorder)
C0748109,finding_site_of,C0034052,Enlarged pulmonary artery (finding),Pulmonary arterial subtree
C0748120,co-occurs_with,C0018800,interstitial pulmonary edema,cardiomegaly (diagnosis)
C0748144,co-occurs_with,C0015967,PULMONARY INFILTRATE INTERSTITIAL,rndx hyperthermia
C0748144,ssc,C0015967,PULMONARY INFILTRATE INTERSTITIAL,rndx hyperthermia
C0748144,clinically_associated_with,C0235896,PULMONARY INFILTRATE INTERSTITIAL,lung; infiltrate
C0748144,inverse_isa,C0235896,PULMONARY INFILTRATE INTERSTITIAL,lung; infiltrate
C0748144,finding_site_of,C0024109,PULMONARY INFILTRATE INTERSTITIAL,"Structure of lungs, unspecified"
C0748164,clinically_associated_with,C0006142,Multiple nodules of lung (finding),Malignant neoplasms of breast (C50)
C0748164,inverse_isa,C0034079,Multiple nodules of lung (finding),small mass of the lung
C0748164,inverse_isa,C0149726,Multiple nodules of lung (finding),lung mass (diagnosis)
C0748164,inverse_isa,C0577305,Multiple nodules of lung (finding),Multiple lesions (finding)
C0748164,inverse_isa,C0577916,Multiple nodules of lung (finding),lesion; pulmonary
C0748164,finding_site_of,C0024109,Multiple nodules of lung (finding),"Structure of lungs, unspecified"
C0748164,mapped_from,C0034079,Multiple nodules of lung (finding),small mass of the lung
C0748164,nichd_parent_of,C0035204,Multiple nodules of lung (finding),Diseases of the respiratory system (J00-J99)
C0748355,ssc,C0019079,Acute respiratory distress (finding),"Hemoptysis, unspecified"
C0748355,clinically_associated_with,C0022661,Acute respiratory distress (finding),End stage renal failure (disorder)
C0748355,definitional_manifestation_of,C0476273,Acute respiratory distress (finding),distressed respirations (diagnosis)
C0748355,classifies,C0037090,Acute respiratory distress (finding),pulmonary symptoms (symptom)
C0748355,inverse_isa,C0476273,Acute respiratory distress (finding),distressed respirations (diagnosis)
C0748355,is_interpreted_by,C0035203,Acute respiratory distress (finding),Inhaling and exhaling (observable entity)
C0748505,is_finding_of_disease,C1513183,Metastatic sarcoma (disorder),Metastatic Lesion
C0749155,clinically_associated_with,C0497156,enlarged supraclavicular lymph node,Lymphadenopathy (finding)
C0749155,associated_morphology_of,C2711450,enlarged supraclavicular lymph node,Enlargement
C0749155,classifies,C0497156,enlarged supraclavicular lymph node,Lymphadenopathy (finding)
C0749155,inverse_isa,C0497156,enlarged supraclavicular lymph node,Lymphadenopathy (finding)
C0749155,mapped_from,C0478664,enlarged supraclavicular lymph node,[D]Localized enlarged lymph nodes (situation)
C0749379,inverse_isa,C0575270,scoliosis was noted,Scoliosis of thoracic spine (disorder)
C0749379,isa,C2748518,scoliosis was noted,scoliosis lumbar region
C0750426,co-occurs_with,C0015967,White blood count elevation,rndx hyperthermia
C0750426,ssc,C0015967,White blood count elevation,rndx hyperthermia
C0750426,clinically_associated_with,C0032227,White blood count elevation,pleural effusion (diagnosis)
C0750426,clinically_associated_with,C0032285,White blood count elevation,pneumonia (diagnosis)
C0750426,clinically_associated_with,C0041296,White blood count elevation,Tuberculosis (A15-A19)
C0750426,co-occurs_with,C0231218,White blood count elevation,Vague bodily discomfort (finding)
C0750426,co-occurs_with,C0235896,White blood count elevation,lung; infiltrate
C0750426,clinically_associated_with,C0243026,White blood count elevation,Infectious systemic inflammatory response syndrome (disorder)
C0750426,co-occurs_with,C0278061,White blood count elevation,Altered mental status (finding)
C0750426,ssc,C0497156,White blood count elevation,Lymphadenopathy (finding)
C0750426,is_interpreted_by,C0023508,White blood count elevation,leukocyte count (lab test)
C0751674,is_normal_tissue_origin_of_disease,C0225317,lymphangiomyomatosis (diagnosis),Soft tissue NOS (navigational concept)
C0751674,is_not_primary_anatomic_site_of_disease,C0262950,lymphangiomyomatosis (diagnosis),Bone structure (body structure)
C0752151,classifies,C0524832,video-assisted thoracic surgery (VATS),THORACIC SURG PROCEDURE
C0795690,location_of,C0021852,omphalocele (physical finding),"Gastrointestinal Tract, Small Intestine"
C0795690,associated_morphology_of,C0019270,omphalocele (physical finding),Hernia (K40-K46)
C0795690,finding_site_of,C0021853,omphalocele (physical finding),Structure of intestine
C0795690,inverse_isa,C0267665,omphalocele (physical finding),intestinal hernia (diagnosis)
C0795690,finding_site_of,C0230168,omphalocele (physical finding),Space of abdominal compartment
C0796494,sib_in_isa,C1184743,Lobus,bony appendage
C0796494,sib_in_isa,C1186983,Lobus,Valva
C0851194,inverse_isa,C2348535,Insertion of bile duct prosthesis (procedure),Dilation and Stenting
C0851194,target_anatomy_has_procedure,C0005423,Insertion of bile duct prosthesis (procedure),Biliary apparatus
C0851194,inverse_isa,C0522776,Insertion of bile duct prosthesis (procedure),Placement of stent (procedure)
C0851194,procedure_site_of,C0005423,Insertion of bile duct prosthesis (procedure),Biliary apparatus
C0851194,method_of,C0457276,Insertion of bile duct prosthesis (procedure),radiographic imaging
C0851238,inverse_isa,C3714726,lumpectomy (treatment),breast surgery (treatment)
C0851238,inverse_isa,C0191849,lumpectomy (treatment),Excision of breast tissue (procedure)
C0851238,inverse_isa,C0524832,lumpectomy (treatment),THORACIC SURG PROCEDURE
C0851238,possibly_equivalent_to,C0024885,lumpectomy (treatment),partial mastectomy (treatment)
C0851238,method_of,C0728940,lumpectomy (treatment),Excisional
C0851238,has_clinician_form,C0024885,lumpectomy (treatment),partial mastectomy (treatment)
C0851238,mapped_from,C0024885,lumpectomy (treatment),partial mastectomy (treatment)
C0851238,inverse_isa,C0024885,lumpectomy (treatment),partial mastectomy (treatment)
C0851238,indirect_procedure_site_of,C0006141,lumpectomy (treatment),Breast structure (body structure)
C0851238,procedure_site_of,C0006141,lumpectomy (treatment),Breast structure (body structure)
C0851238,direct_morphology_of,C0577559,lumpectomy (treatment),Lump (finding)
C0851238,inverse_isa,C0728940,lumpectomy (treatment),Excisional
C0851346,associated_with,C0206063,Radiation (physical force),radiation pneumonitis (diagnosis)
C0851346,associated_with,C0340126,Radiation (physical force),pulmonary fibrosis due to radiation (diagnosis)
C0851346,see_from,C0034519,Radiation (physical force),ELECTROMAGNETIC RAD
C0851346,entry_combination_of,C1522449,Radiation (physical force),Radiation therapy (procedure)
C0851346,isa,C0034519,Radiation (physical force),ELECTROMAGNETIC RAD
C0851346,uses_energy,C1522449,Radiation (physical force),Radiation therapy (procedure)
C0851346,uses,C1522449,Radiation (physical force),Radiation therapy (procedure)
C0851346,uses_energy,C1998066,Radiation (physical force),Radiotherapy to chest wall (procedure)
C0851578,clinically_associated_with,C0018802,Sleep-wake disorder (disorder),congestive heart failure (diagnosis)
C0851578,clinically_associated_with,C0038454,Sleep-wake disorder (disorder),CVA - cerebrovascular accident (& unspecified [& stroke]) (disorder)
C0851578,clinically_associated_with,C0039070,Sleep-wake disorder (disorder),[D]: [fainting] or [collapse] (disorder)
C0851578,associated_finding_of,C1457887,Sleep-wake disorder (disorder),Symptom (administrative concept)
C0851886,mapped_from,C1535939,PNEUMOCYSTIS CARINII INFECT,PJP
C0851886,related_to,C0026946,PNEUMOCYSTIS CARINII INFECT,Mycotic disease
C0851886,related_to,C0032285,PNEUMOCYSTIS CARINII INFECT,pneumonia (diagnosis)
C0851886,inverse_isa,C1535939,PNEUMOCYSTIS CARINII INFECT,PJP
C0851886,causative_agent_of,C0016832,PNEUMOCYSTIS CARINII INFECT,Kingdom Fungi (organism)
C0851886,associated_morphology_of,C0021368,PNEUMOCYSTIS CARINII INFECT,INFLAMM
C0851886,finding_site_of,C0024109,PNEUMOCYSTIS CARINII INFECT,"Structure of lungs, unspecified"
C0851886,pathological_process_of,C0745283,PNEUMOCYSTIS CARINII INFECT,Infectious process (qualifier value)
C0853399,inverse_isa,C0192259,Insertion of esophageal stent (procedure),esophageal surgery (treatment)
C0853399,inverse_isa,C0522776,Insertion of esophageal stent (procedure),Placement of stent (procedure)
C0853399,indirect_procedure_site_of,C0014876,Insertion of esophageal stent (procedure),Structure of esophagus
C0853399,direct_device_of,C0038257,Insertion of esophageal stent (procedure),stent
C0853697,has_definitional_manifestation,C0272167,Peripheral neutropenia,DeVaal disease
C0853697,has_definitional_manifestation,C0746883,Peripheral neutropenia,neutropenic fever (diagnosis)
C0854391,mapped_to,C4553382,Injury of aorta (disorder),Aortic injury
C0854391,associated_morphology_of,C0221206,Injury of aorta (disorder),Traumatic abnormality -RETIRED-
C0868560,mapped_from,C0032961,pregnant; state,female pregnancy
C0868945,inverse_isa,C0242656,deterioration,DIS PROGRESSION
C0868945,process_initiates_biological_process,C0030660,deterioration,PROCESSES PATHOL
C0876973,co-occurs_with,C0039991,pulmonary infections (diagnosis),thoracotomy (treatment)
C0876973,isa,C0006277,pulmonary infections (diagnosis),Bronchitis: [unspecified (& chest infection)] or [recurrent wheezy] (disorder)
C0876973,isa,C0021400,pulmonary infections (diagnosis),flus
C0876973,isa,C0024110,pulmonary infections (diagnosis),lung abscess (diagnosis)
C0876973,isa,C0032285,pulmonary infections (diagnosis),pneumonia (diagnosis)
C0876973,inverse_isa,C0035204,pulmonary infections (diagnosis),Diseases of the respiratory system (J00-J99)
C0876973,classifies,C0032285,pulmonary infections (diagnosis),pneumonia (diagnosis)
C0876973,mapped_to,C4552950,pulmonary infections (diagnosis),Lung infection
C0876973,isa,C0004626,pulmonary infections (diagnosis),bacterial pneumonia (diagnosis)
C0876973,isa,C0023241,pulmonary infections (diagnosis),Legionnaire's disease (diagnosis)
C0876973,isa,C0032310,pulmonary infections (diagnosis),Viral pneumonia (& chest infection) (disorder)
C0876973,isa,C0729704,pulmonary infections (diagnosis),Infective pneumonia (disorder)
C0876973,isa,C1412002,pulmonary infections (diagnosis),Atypical pneumonia (disorder)
C0876973,inverse_isa,C0024115,pulmonary infections (diagnosis),pulmonary disease (diagnosis)
C0876973,inverse_isa,C0578491,pulmonary infections (diagnosis),Infection by site (disorder)
C0876973,finding_site_of,C0024109,pulmonary infections (diagnosis),"Structure of lungs, unspecified"
C0876973,mapped_from,C0032285,pulmonary infections (diagnosis),pneumonia (diagnosis)
C0876973,associated_with,C0264550,pulmonary infections (diagnosis),Pleural effusion associated with pulmonary infection (disorder)
C0876973,pathological_process_of,C0745283,pulmonary infections (diagnosis),Infectious process (qualifier value)
C0876973,isa,C0041327,pulmonary infections (diagnosis),"Pulmonary tuberculosis, unspecified, unspecified"
C0876973,is_associated_anatomic_site_of,C0024109,pulmonary infections (diagnosis),"Structure of lungs, unspecified"
C0876973,is_associated_anatomic_site_of,C0230139,pulmonary infections (diagnosis),Cavity of thorax
C0919874,classified_as,C0032788,Post procedural bleeding,POSTOP HEMORRHAGE
C0919874,classified_as,C1096559,Post procedural bleeding,Post biopsy bleeding
C0919874,isa,C0032788,Post procedural bleeding,POSTOP HEMORRHAGE
C0919874,inverse_isa,C0019080,Post procedural bleeding,bleeding (symptom)
C0920882,inverse_isa,C0027530,Set of regions of neck,Collum
C0920882,possibly_equivalent_to,C0027530,Set of regions of neck,Collum
C0923924,part_of,C0226054,Arteriae pulmonalis dextra,Right pulmonary arterial trunk
C0923924,has_branch,C0034052,Arteriae pulmonalis dextra,Pulmonary arterial subtree
C0923924,inverse_isa,C0034052,Arteriae pulmonalis dextra,Pulmonary arterial subtree
C0923924,sib_in_part_of,C0034052,Arteriae pulmonalis dextra,Pulmonary arterial subtree
C0923924,sib_in_branch_of,C0226054,Arteriae pulmonalis dextra,Right pulmonary arterial trunk
C0923924,sib_in_part_of,C0226054,Arteriae pulmonalis dextra,Right pulmonary arterial trunk
C0923924,sib_in_branch_of,C0226069,Arteriae pulmonalis dextra,Left pulmonary arterial trunk
C0923924,sib_in_part_of,C0226069,Arteriae pulmonalis dextra,Left pulmonary arterial trunk
C0923924,sib_in_branch_of,C0923925,Arteriae pulmonalis dextra,Arteria pulmonalis sinistra
C0923924,sib_in_isa,C0923925,Arteriae pulmonalis dextra,Arteria pulmonalis sinistra
C0923924,sib_in_part_of,C0923925,Arteriae pulmonalis dextra,Arteria pulmonalis sinistra
C0923924,has_continuation_branch,C0034052,Arteriae pulmonalis dextra,Pulmonary arterial subtree
C0923924,regional_part_of,C0226054,Arteriae pulmonalis dextra,Right pulmonary arterial trunk
C0923924,related_part,C0226054,Arteriae pulmonalis dextra,Right pulmonary arterial trunk
C0923925,part_of,C0226069,Arteria pulmonalis sinistra,Left pulmonary arterial trunk
C0923925,branch_of,C1180560,Arteria pulmonalis sinistra,Lower lobe segment of left pulmonary artery
C0923925,part_of,C1180560,Arteria pulmonalis sinistra,Lower lobe segment of left pulmonary artery
C0923925,has_branch,C0034052,Arteria pulmonalis sinistra,Pulmonary arterial subtree
C0923925,inverse_isa,C0034052,Arteria pulmonalis sinistra,Pulmonary arterial subtree
C0923925,sib_in_part_of,C0034052,Arteria pulmonalis sinistra,Pulmonary arterial subtree
C0923925,sib_in_branch_of,C0226054,Arteria pulmonalis sinistra,Right pulmonary arterial trunk
C0923925,sib_in_part_of,C0226054,Arteria pulmonalis sinistra,Right pulmonary arterial trunk
C0923925,sib_in_branch_of,C0226069,Arteria pulmonalis sinistra,Left pulmonary arterial trunk
C0923925,sib_in_part_of,C0226069,Arteria pulmonalis sinistra,Left pulmonary arterial trunk
C0923925,sib_in_branch_of,C0923924,Arteria pulmonalis sinistra,Arteriae pulmonalis dextra
